"Cmpd","rt","inferred.mass","inferred.formula","C","H","N","O","P","S","C:N:P","H/C","O/C","N/C","CHO_index","NOSC","DBE","DBE-O","Annotation","Kingdon","Superclass","class","subclass","parent","pubchem.url"
"C319",223.713666666667,268.0941,"C12H16N2O3S",12,16,2,3,0,1,"12:2:0",1.33333333333333,0.25,0.166666666666667,-0.833333333333333,-0.166666666666667,6,3,"1-(3-hydroxy-2,4,4-trimethyl-1-oxido-5-thiophen-2-yl-2-imidazol-1-iumyl)ethanone_1",NA,NA,NA,NA,NA,NA
"C320",225.233333333333,244.0938,"C10H16N2O3S",10,16,2,3,0,1,"10:2:0",1.6,0.3,0.2,-1,-0.2,4,1,"Biotin_2","Organic compounds","Organoheterocyclic compounds","Biotin and derivatives",NA,"Biotin and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/171548"
"C321",225.039,222.0887,"C10H14N4S",10,14,4,0,0,1,"10:4:0",1.4,0,0.4,-1.4,0,6,6,"6-(Pentylthio)-1H-purine_3","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-thiopurines","https://pubchem.ncbi.nlm.nih.gov/compound/79515"
"C322",224.199,276.1002,"C10H16N2O7",10,16,2,7,0,0,"10:2:0",1.6,0.7,0.2,-0.2,0.4,4,-3,"gamma-Glutamylglutamic acid_1",NA,NA,NA,NA,NA,NA
"C323",231.729333333333,280.0937,"C10H12N6O4",10,12,6,4,0,0,"10:6:0",1.2,0.4,0.6,-0.4,1.4,8,4,"adenosine 5'-carboxamide_1","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/25244925"
"C324",233.132333333333,397.142,"C16H23N5O5S",16,23,5,5,0,1,"16:5:0",1.4375,0.3125,0.3125,-0.8125,0.25,8,3,"2-Methylthioribosyl-trans-zeatin;trans-Methylthioribosylzeatin;2-Methylthioribosylzeatin_1",NA,NA,NA,NA,NA,NA
"C325",234.073,384.1406,"C13H24N2O11",13,24,2,11,0,0,"13:2:0",1.84615384615385,0.846153846153846,0.153846153846154,-0.153846153846154,0.307692307692307,3,-8,"Macrozamin_2",NA,NA,NA,NA,NA,NA
"C326",233.821666666667,250.0831,"C10H18O5S",10,18,0,5,0,1,"10:0:0",1.8,0.5,0,-0.8,-0.6,2,-3,"2-(5'-methylthio)pentylmalic acid_1",NA,NA,NA,NA,NA,NA
"C327",234.893,396.1404,"C19H20N6O2S",19,20,6,2,0,1,"19:6:0",1.05263157894737,0.105263157894737,0.315789473684211,-0.842105263157895,0.210526315789474,13,11,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_4","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/1078044"
"C328",235.389333333333,314.101,"C13H18N2O5S",13,18,2,5,0,1,"13:2:0",1.38461538461538,0.384615384615385,0.153846153846154,-0.615384615384615,0,6,1,"Antibiotic 17927A1;Antibiotic 890A1;Antibiotic MM 22380;Antibiotic PS 3A;Epithienamycin A;MM 22380_1",NA,NA,NA,NA,NA,NA
"C329",233.071,328.1533,"C15H24N2O4S",15,24,2,4,0,1,"15:2:0",1.6,0.266666666666667,0.133333333333333,-1.06666666666667,-0.533333333333333,5,1,"N-[(2S,3S,6R)-6-(2-aminoethyl)-2-(hydroxymethyl)-3-oxanyl]-1-phenylmethanesulfonamide",NA,NA,NA,NA,NA,NA
"C330",232.800666666667,386.119,"C14H26O10S",14,26,0,10,0,1,"14:0:0",1.85714285714286,0.714285714285714,0,-0.428571428571429,-0.285714285714286,2,-8,"alpha-L-Rhap-(1->3)-beta-D-Glcp-O[CH2]2SH_2","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds","https://pubchem.ncbi.nlm.nih.gov/compound/121232677"
"C331",232.589666666667,238.12,"C10H22O4S",10,22,0,4,0,1,"10:0:0",2.2,0.4,0,-1.4,-1.2,0,-4,"Decyl sulfate_2","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/8904"
"C332",232.476333333333,298.1048,"C12H18N4O3S",12,18,4,3,0,1,"12:4:0",1.5,0.25,0.333333333333333,-1,0.166666666666667,6,3,"1-(1-azepanyl)-2-[(5-methyl-4-nitro-1H-pyrazol-3-yl)thio]ethanone_2","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","https://pubchem.ncbi.nlm.nih.gov/compound/4079917"
"C333",238.088,198.0875,"C10H14O4",10,14,0,4,0,0,"10:0:0",1.4,0.4,0,-0.6,-0.6,4,0,"Guaifenesin","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles","https://pubchem.ncbi.nlm.nih.gov/compound/3516"
"C334",236.174333333333,296.125,"C11H16N6O4",11,16,6,4,0,0,"11:6:0",1.45454545454545,0.363636363636364,0.545454545454545,-0.727272727272727,0.909090909090909,7,3,"2-Methylaminoadenosine_2","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/439946"
"C335",237.888333333333,378.1309,"C14H22N2O10",14,22,2,10,0,0,"14:2:0",1.57142857142857,0.714285714285714,0.142857142857143,-0.142857142857143,0.285714285714286,5,-5,"N(alpha)-citryl-N(epsilon)-acetyl-N(epsilon)-hydroxylysine(3-)_1","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids","https://pubchem.ncbi.nlm.nih.gov/compound/56928008"
"C336",239.517666666667,364.1134,"C16H20N4O4S",16,20,4,4,0,1,"16:4:0",1.25,0.25,0.25,-0.75,0.125,9,5,"Biotinyl P-Nitroaniline",NA,NA,NA,NA,NA,NA
"C337",241.732,340.1144,"C15H20N2O5S",15,20,2,5,0,1,"15:2:0",1.33333333333333,0.333333333333333,0.133333333333333,-0.666666666666667,-0.133333333333334,7,2,"4-[[(1-methylsulfonyl-4-piperidinyl)-oxomethyl]amino]benzoic acid methyl ester_2","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Acylaminobenzoic acid and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/646245"
"C338",246.869333333333,152.0463,"C4H12N2S2",4,12,2,0,0,2,"4:2:0",3,0,0.5,-3,-0.5,0,0,"cystamine","Organic compounds","Organosulfur compounds","Organic disulfides","Dialkyldisulfides","Dialkyldisulfides","https://pubchem.ncbi.nlm.nih.gov/compound/2915"
"C339",241.667333333333,220.1093,"C10H20O3S",10,20,0,3,0,1,"10:0:0",2,0.3,0,-1.4,-1.2,1,-2,"9-(methylsulfinyl)nonanoic acid_3",NA,NA,NA,NA,NA,NA
"C340",242.953,358.1242,"C11H23N2O9P",11,23,2,9,1,0,"11:2:1",2.09090909090909,0.818181818181818,0.181818181818182,-0.454545454545455,-0.363636363636363,1.5,-7.5,"3-aminopropyl N-acetyl-alpha-D-glucosamine-1-phosphate(1-)_1",NA,NA,NA,NA,NA,NA
"C341",242.316333333333,264.1226,"C12H24O4S",12,24,0,4,0,1,"12:0:0",2,0.333333333333333,0,-1.33333333333333,-1.16666666666667,1,-3,"(3Z)-dodec-3-en-1-yl sulfate_1","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/24796649"
"C342",244.538333333333,314.1344,"C13H22N4O3S",13,22,4,3,0,1,"13:4:0",1.69230769230769,0.230769230769231,0.307692307692308,-1.23076923076923,-0.153846153846154,5,2,"Ranitidine_1","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","https://pubchem.ncbi.nlm.nih.gov/compound/3001055"
"C343",245.187666666667,304.1528,"C13H24N2O4S",13,24,2,4,0,1,"13:2:0",1.84615384615385,0.307692307692308,0.153846153846154,-1.23076923076923,-0.615384615384615,3,-1,"N-acetyl-L-methionyl-L-isoleucine",NA,NA,NA,NA,NA,"https://pubchem.ncbi.nlm.nih.gov/compound/124202342"
"C344",244.566666666667,340.151,"C12H24N2O9",12,24,2,9,0,0,"12:2:0",2,0.75,0.166666666666667,-0.5,0,2,-7,"3,3'-Neotrehalosadiamine;BMY 28251_4",NA,NA,NA,NA,NA,NA
"C345",243.659666666667,226.1197,"C10H18N4S",10,18,4,0,0,1,"10:4:0",1.8,0,0.4,-1.8,-0.4,4,4,"4-Methylburimamide_3","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles","https://pubchem.ncbi.nlm.nih.gov/compound/443411"
"C346",243.628,162.0677,"C10H10O2",10,10,0,2,0,0,"10:0:0",1,0.2,0,-0.6,-0.6,6,4,"Methyl cinnamate","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","Cinnamic acid esters","https://pubchem.ncbi.nlm.nih.gov/compound/6428458"
"C347",196.587,296.1246,"C11H16N6O4",11,16,6,4,0,0,"11:6:0",1.45454545454545,0.363636363636364,0.545454545454545,-0.727272727272727,0.909090909090909,7,3,"2-Methylaminoadenosine_3","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/439946"
"C348",177.736333333333,284.0898,"C12H16N2O4S",12,16,2,4,0,1,"12:2:0",1.33333333333333,0.333333333333333,0.166666666666667,-0.666666666666667,0,6,2,"Tyrosyl-Cysteine_1",NA,NA,NA,NA,NA,NA
"C349",286.873,426.1502,"C15H26N2O12",15,26,2,12,0,0,"15:2:0",1.73333333333333,0.8,0.133333333333333,-0.133333333333333,0.266666666666667,4,-8,"Chitobiose_4",NA,NA,NA,NA,NA,NA
"C350",283.146333333333,312.1198,"C14H20N2O4S",14,20,2,4,0,1,"14:2:0",1.42857142857143,0.285714285714286,0.142857142857143,-0.857142857142857,-0.285714285714286,6,2,"Tyrosyl-Methionine_1",NA,NA,NA,NA,NA,NA
"C351",283.989,52.0299,"0",0,0,0,0,0,0,"0:0:0",NA,NA,NA,NA,NA,1,1,"M = 52.0299",NA,NA,NA,NA,NA,NA
"C352",284.093,408.1412,"C16H20N6O7",16,20,6,7,0,0,"16:6:0",1.25,0.4375,0.375,-0.375,0.75,10,3,"Wybutoxine_3",NA,NA,NA,NA,NA,NA
"C353",285.112,324.1198,"C12H16N6O5",12,16,6,5,0,0,"12:6:0",1.33333333333333,0.416666666666667,0.5,-0.5,1,8,3,"archaeosine_2","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrrolopyrimidine nucleosides and nucleotides",NA,"Pyrrolopyrimidine nucleosides and nucleotides","https://pubchem.ncbi.nlm.nih.gov/compound/132841"
"C354",279.635666666667,292.1671,"C17H24O4",17,24,0,4,0,0,"17:0:0",1.41176470588235,0.235294117647059,0,-0.941176470588235,-0.941176470588236,6,2,"Trichodermin",NA,NA,NA,NA,NA,NA
"C355",278.968,178.1353,"C12H18O",12,18,0,1,0,0,"12:0:0",1.5,0.0833333333333333,0,-1.33333333333333,-1.33333333333333,4,3,"Propofol","Organic compounds","Benzenoids","Benzene and substituted derivatives","Cumenes","Cumenes","https://pubchem.ncbi.nlm.nih.gov/compound/4943"
"C356",277.588666666667,236.1409,"C10H16N6O",10,16,6,1,0,0,"10:6:0",1.6,0.1,0.6,-1.4,0.4,6,5,"Halimedin_1","Organic compounds","Organoheterocyclic compounds","Triazines","Aminotriazines","1,3,5-triazine-2,4-diamines","https://pubchem.ncbi.nlm.nih.gov/compound/89022"
"C357",273.737,220.1458,"C14H20O2",14,20,0,2,0,0,"14:0:0",1.42857142857143,0.142857142857143,0,-1.14285714285714,-1.14285714285714,5,3,"13-Tetradecene-1,3-diyne-6,7-diol",NA,NA,NA,NA,NA,NA
"C358",273.948333333333,128.0466,"C6H8O3",6,8,0,3,0,0,"6:0:0",1.33333333333333,0.5,0,-0.333333333333333,-0.333333333333333,3,0,"3-Hydroxy-4,5-dimethyl-2(5H)-furanone_2",NA,NA,NA,NA,NA,NA
"C359",271.679333333333,358.1246,"C16H22O9",16,22,0,9,0,0,"16:0:0",1.375,0.5625,0,-0.25,-0.25,6,-3,"10-Deoxygeniposidic acid_2",NA,NA,NA,NA,NA,NA
"C360",271.971666666667,296.0873,"C10H20N2O4S2",10,20,2,4,0,2,"10:2:0",2,0.4,0.2,-1.2,-0.2,2,-2,"D-penicillamine disulfide_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Valine and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/9882671"
"C361",272.205,396.1409,"C19H20N6O2S",19,20,6,2,0,1,"19:6:0",1.05263157894737,0.105263157894737,0.315789473684211,-0.842105263157895,0.210526315789474,13,11,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_5","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/1078044"
"C362",270.334666666667,452.1658,"C18H24N6O8",18,24,6,8,0,0,"18:6:0",1.33333333333333,0.444444444444444,0.333333333333333,-0.444444444444444,0.555555555555555,10,2,"7-(2-hydroxy-3-amino-3-carboxypropyl)wyosine 5'-monophosphate zwitterion_2","Organic compounds","Nucleosides, nucleotides, and analogues","Nucleoside and nucleotide analogues",NA,"Nucleoside and nucleotide analogues","https://pubchem.ncbi.nlm.nih.gov/compound/71464646"
"C363",270.632,114.0306,"C5H6O3",5,6,0,3,0,0,"5:0:0",1.2,0.6,0,0,0,3,0,"Norfuraneol_5","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Furanones","https://pubchem.ncbi.nlm.nih.gov/compound/4564493"
"C364",263.996666666667,412.136,"C15H20N6O8",15,20,6,8,0,0,"15:6:0",1.33333333333333,0.533333333333333,0.4,-0.266666666666667,0.933333333333333,9,1,"N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]threonine_3","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/161466"
"C365",264.138333333333,324.1572,"C12H24N2O8",12,24,2,8,0,0,"12:2:0",2,0.666666666666667,0.166666666666667,-0.666666666666667,-0.166666666666667,2,-6,"5-(beta-D-galactosyloxy)-L-lysine",NA,NA,NA,NA,NA,NA
"C366",263.194666666667,352.1146,"C16H20N2O5S",16,20,2,5,0,1,"16:2:0",1.25,0.3125,0.125,-0.625,-0.125,8,3,"Penicilloic acid_1",NA,NA,NA,NA,NA,NA
"C367",260.804666666667,424.1365,"C18H24N4O6S",18,24,4,6,0,1,"18:4:0",1.33333333333333,0.333333333333333,0.222222222222222,-0.666666666666667,0.111111111111111,9,3,"4-[bis(2-methoxyethyl)sulfamoyl]-N-(5-cyclopropyl-1,3,4-oxadiazol-2-yl)benzamide_2","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","https://pubchem.ncbi.nlm.nih.gov/compound/2155612"
"C368",261.042333333333,338.098,"C16H18O8",16,18,0,8,0,0,"16:0:0",1.125,0.5,0,-0.125,-0.125,8,0,"3-O-p-Coumaroylquinic acid","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Quinic acids and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/9945785"
"C369",261.280666666667,368.1462,"C15H16N10O2",15,16,10,2,0,0,"15:10:0",1.06666666666667,0.133333333333333,0.666666666666667,-0.8,1.2,13,11,"189089_4","Organic compounds","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Pterins and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/189089"
"C370",260.691333333333,166.0621,"C5H6N6O",5,6,6,1,0,0,"5:6:0",1.2,0.2,1.2,-0.8,2.8,6,5,"2-amino-6-hydroxyaminopurine","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purines and purine derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/101513"
"C371",263.186666666667,304.1307,"C11H20N4O6",11,20,4,6,0,0,"11:4:0",1.81818181818182,0.545454545454545,0.363636363636364,-0.727272727272727,0.363636363636364,4,-2,"Nopaline_1",NA,NA,NA,NA,NA,NA
"C372",262.078666666667,242.1275,"C12H14N6",12,14,6,0,0,0,"12:6:0",1.16666666666667,0,0.5,-1.16666666666667,0.333333333333333,9,9,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",NA,NA,NA,NA,NA,NA
"C373",264.565666666667,286.1351,"C14H22O6",14,22,0,6,0,0,"14:0:0",1.57142857142857,0.428571428571429,0,-0.714285714285714,-0.714285714285714,4,-2,"2,2'-ethylenedioxydiethyl dimethacrylate","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives","Dicarboxylic acids and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/7979"
"C374",265.094666666667,328.1174,"C12H26O6P2",12,26,0,6,2,0,"12:0:2",2.16666666666667,0.5,0,-1.16666666666667,-2,0,-6,"1,4-diisobutyl-2,3,5,6-tetrahydroxy-1,4-dioxo-1,4-diphosphorinane_2",NA,NA,NA,NA,NA,NA
"C375",265.782333333333,334.1401,"C12H22N4O7",12,22,4,7,0,0,"12:4:0",1.83333333333333,0.583333333333333,0.333333333333333,-0.666666666666667,0.333333333333333,4,-3,"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid_1","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","https://pubchem.ncbi.nlm.nih.gov/compound/46936668"
"C376",265.469666666667,396.1414,"C19H20N6O2S",19,20,6,2,0,1,"19:6:0",1.05263157894737,0.105263157894737,0.315789473684211,-0.842105263157895,0.210526315789474,13,11,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_6","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/1078044"
"C377",265.256333333333,366.1667,"C16H30O7S",16,30,0,7,0,1,"16:0:0",1.875,0.4375,0,-1,-0.875,2,-5,"1,4-bis(1,3-dimethylbutyl) sulfosuccinic acid_1",NA,NA,NA,NA,NA,NA
"C378",264.844666666667,412.1705,"C19H28N2O6S",19,28,2,6,0,1,"19:2:0",1.47368421052632,0.315789473684211,0.105263157894737,-0.842105263157895,-0.421052631578948,7,1,"2-[(3R,6aS,8R,10aS)-3-hydroxy-1-methylsulfonyl-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-benzylacetamide_1",NA,NA,NA,NA,NA,NA
"C379",265.531,336.156,"C12H24N4O7",12,24,4,7,0,0,"12:4:0",2,0.583333333333333,0.333333333333333,-0.833333333333333,0.166666666666667,3,-4,"N2-Fructopyranosylarginine",NA,NA,NA,NA,NA,NA
"C380",265.788333333333,440.1678,"C17H24N6O8",17,24,6,8,0,0,"17:6:0",1.41176470588235,0.470588235294118,0.352941176470588,-0.470588235294118,0.588235294117647,9,1,"DNP-N-GKbetaA-OH",NA,NA,NA,NA,NA,"https://pubchem.ncbi.nlm.nih.gov/compound/131953082"
"C381",264.736,328.151,"C15H24N2O4S",15,24,2,4,0,1,"15:2:0",1.6,0.266666666666667,0.133333333333333,-1.06666666666667,-0.533333333333333,5,1,"Tiapride_2","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonyl compounds","Benzenesulfonyl compounds","https://pubchem.ncbi.nlm.nih.gov/compound/5467"
"C382",267.271666666667,408.141,"C16H20N6O7",16,20,6,7,0,0,"16:6:0",1.25,0.4375,0.375,-0.375,0.75,10,3,"Wybutoxine_4",NA,NA,NA,NA,NA,NA
"C383",257.960666666667,366.1671,"C16H30O7S",16,30,0,7,0,1,"16:0:0",1.875,0.4375,0,-1,-0.875,2,-5,"1,4-bis(1,3-dimethylbutyl) sulfosuccinic acid_2",NA,NA,NA,NA,NA,NA
"C384",256.294666666667,341.1186,"C12H24NO8P",12,24,1,8,1,0,"12:1:1",2,0.666666666666667,0.0833333333333333,-0.666666666666667,-0.833333333333333,1.5,-6.5,"phosphatidylcholine 40:6_1","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines","https://pubchem.ncbi.nlm.nih.gov/compound/12114857"
"C385",255.670666666667,300.1199,"C12H20N4O3S",12,20,4,3,0,1,"12:4:0",1.66666666666667,0.25,0.333333333333333,-1.16666666666667,0,5,2,"desmethylranitidine_5","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","https://pubchem.ncbi.nlm.nih.gov/compound/163116"
"C386",256.012,262.1529,"C16H22O3",16,22,0,3,0,0,"16:0:0",1.375,0.1875,0,-1,-1,6,3,"10beta-hydroxycichopumilide_2",NA,NA,NA,NA,NA,NA
"C387",253.876666666667,220.1451,"C14H20O2",14,20,0,2,0,0,"14:0:0",1.42857142857143,0.142857142857143,0,-1.14285714285714,-1.14285714285714,5,3,"Glutinosone",NA,NA,NA,NA,NA,NA
"C388",252.812666666667,330.13,"C13H22N4O4S",13,22,4,4,0,1,"13:4:0",1.69230769230769,0.307692307692308,0.307692307692308,-1.07692307692308,0,5,1,"ranitidine N-oxide_2","Organic compounds","Organoheterocyclic compounds","Heteroaromatic compounds",NA,"Heteroaromatic compounds","https://pubchem.ncbi.nlm.nih.gov/compound/62985"
"C389",253.286333333333,194.0941,"C11H14O3",11,14,0,3,0,0,"11:0:0",1.27272727272727,0.272727272727273,0,-0.727272727272727,-0.727272727272728,5,2,"Methoxyeugenol","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols","https://pubchem.ncbi.nlm.nih.gov/compound/226486"
"C390",253.685,366.1679,"C16H30O7S",16,30,0,7,0,1,"16:0:0",1.875,0.4375,0,-1,-0.875,2,-5,"1,4-bis(1,3-dimethylbutyl) sulfosuccinic acid_3",NA,NA,NA,NA,NA,NA
"C391",253.330666666667,356.1098,"C16H16N6O2S",16,16,6,2,0,1,"16:6:0",1,0.125,0.375,-0.75,0.5,12,10,"1-(4-morpholinyl)-2-[[3-(3-pyridinyl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl]thio]ethanone_2","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridyltriazoles","Pyridyl-1,2,4-triazoles","https://pubchem.ncbi.nlm.nih.gov/compound/5310565"
"C392",253.858666666667,348.1251,"C12H20N4O8",12,20,4,8,0,0,"12:4:0",1.66666666666667,0.666666666666667,0.333333333333333,-0.333333333333333,0.666666666666667,5,-3,"N2-(2-Carboxymethyl-2-hydroxysuccinoyl)arginine_1",NA,NA,NA,NA,NA,NA
"C393",252.443333333333,424.1354,"C18H24N4O6S",18,24,4,6,0,1,"18:4:0",1.33333333333333,0.333333333333333,0.222222222222222,-0.666666666666667,0.111111111111111,9,3,"4-[bis(2-methoxyethyl)sulfamoyl]-N-(5-cyclopropyl-1,3,4-oxadiazol-2-yl)benzamide_3","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","https://pubchem.ncbi.nlm.nih.gov/compound/2155612"
"C394",250.907,398.1547,"C17H26N4O3S2",17,26,4,3,0,2,"17:4:0",1.52941176470588,0.176470588235294,0.235294117647059,-1.17647058823529,-0.235294117647059,7,4,"N-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-N-[5-hydroxy-3-(2-oxolanylmethyldisulfanyl)pent-2-en-2-yl]formamide_1",NA,NA,NA,NA,NA,NA
"C395",251.68,322.1407,"C12H22N2O8",12,22,2,8,0,0,"12:2:0",1.83333333333333,0.666666666666667,0.166666666666667,-0.5,0,3,-5,"2'-deamino-2'-hydroxy-6'-dehydroparomamine(2+)","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds","https://pubchem.ncbi.nlm.nih.gov/compound/70678879"
"C396",250.513333333333,237.1083,"C10H15N5S",10,15,5,0,0,1,"10:5:0",1.5,0,0.5,-1.5,0.2,6,6,"2-amino-9-pentyl-3H-purine-6-thione","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purinethiones","https://pubchem.ncbi.nlm.nih.gov/compound/246232"
"C397",249.095333333333,140.0462,"C7H8O3",7,8,0,3,0,0,"7:0:0",1.14285714285714,0.428571428571429,0,-0.285714285714286,-0.285714285714286,4,1,"C00050732","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aryl-aldehydes","https://pubchem.ncbi.nlm.nih.gov/compound/74711"
"C398",248.866333333333,206.1288,"C10H22O2S",10,22,0,2,0,1,"10:0:0",2.2,0.2,0,-1.8,-1.6,0,-2,"N-Octyl-2-Hydroxyethyl Sulfoxide_1",NA,NA,NA,NA,NA,NA
"C399",248.473,276.1355,"C11H20N2O6",11,20,2,6,0,0,"11:2:0",1.81818181818182,0.545454545454545,0.181818181818182,-0.727272727272727,-0.181818181818182,3,-3,"Saccharopine_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/160556"
"C400",249.838666666667,384.1403,"C13H24N2O11",13,24,2,11,0,0,"13:2:0",1.84615384615385,0.846153846153846,0.153846153846154,-0.153846153846154,0.307692307692307,3,-8,"Macrozamin_3",NA,NA,NA,NA,NA,NA
"C401",250.585333333333,236.1046,"C10H20O4S",10,20,0,4,0,1,"10:0:0",2,0.4,0,-1.2,-1,1,-3,"(3E)-dec-3-en-1-yl sulfate_2","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/24796645"
"C402",346.885666666667,394.1259,"C15H18N6O7",15,18,6,7,0,0,"15:6:0",1.2,0.466666666666667,0.4,-0.266666666666667,0.933333333333333,10,3,"cyclic N(6)-threonylcarbamoyladenosine_2","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/66577129"
"C403",342.74,286.0505,"C12H14O6S",12,14,0,6,0,1,"12:0:0",1.16666666666667,0.5,0,-0.166666666666667,0,6,0,"{[(4E)-5-(4-methoxyphenyl)-3-oxopent-4-en-2-yl]oxy}sulfonic acid",NA,NA,NA,NA,NA,NA
