"cmpd","rt","annotation","ann.confidence","median.signal","inferred.M","inferred.formula","inchikey","inchi","pubchem.url","synonyms","inchikey.1","kingdom","superclass","class","subclass","parent","description"
"C301",212.226,"10-Deoxygeniposidic acid_1","2",4773.84060213182,358.1252,"C16H22O9","HOKQPTUPMSNUAF-VENJGHBBNA-N",NA,NA,"NA","HOKQPTUPMSNUAF-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C302",216.663666666667,"Guaiacol","2",57.0219088069763,124.0523,"C7H8O2","LHGVFZTZFXWLCP-UHFFFAOYSA-N","InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3","https://pubchem.ncbi.nlm.nih.gov/compound/460","NA","LHGVFZTZFXWLCP-UHFFFAOYSA-N","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols","This compound belongs to the class of organic compounds known as methoxyphenols. These are compounds containing a methoxy group attached to the benzene ring of a phenol moiety."
"C303",216.606,"Methionyl-Histidine_2","2",3765.63257945844,286.1052,"C11H18N4O3S","MWAYJIAKVUBKKP-UHFFFAOYNA-N",NA,NA,"NA","MWAYJIAKVUBKKP-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C304",216.107333333333,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_3","2",4323.52876949046,396.1406,"C19H20N6O2S","UFQMMFCIGWSKDO-UHFFFAOYSA-N","InChI=1S/C19H20N6O2S/c1-3-14-4-10-17(11-5-14)25-19(22-23-24-25)28-12-18(27)21-16-8-6-15(7-9-16)20-13(2)26/h4-11H,3,12H2,1-2H3,(H,20,26)(H,21,27)","https://pubchem.ncbi.nlm.nih.gov/compound/1078044","NA","UFQMMFCIGWSKDO-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","This compound belongs to the class of organic compounds known as phenyltetrazoles and derivatives. These are compounds containing a phenyltetrazole skeleton, which consists of a tetrazole bound to a phenyl group."
"C305",220.783333333333,"Peperinic acid_1","2",1054.44768856671,182.0939,"C10H14O3","LBNWZGLSMCTAQB-UHFFFAOYNA-N",NA,NA,"NA","LBNWZGLSMCTAQB-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C306",220.795,"Diplosporin","2",860.39923539611,224.1044,"C12H16O4","BFQQKLXDPGTJKC-UHFFFAOYNA-N",NA,NA,"NA","BFQQKLXDPGTJKC-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C307",219.446666666667,"Biotin_1","2",1321.64003993373,244.0941,"C10H16N2O3S","YBJHBAHKTGYVGT-ZKWXMUAHSA-N","InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/171548","NA","YBJHBAHKTGYVGT-ZKWXMUAHSA-N","Organic compounds","Organoheterocyclic compounds","Biotin and derivatives",NA,"Biotin and derivatives","This compound belongs to the class of organic compounds known as biotin and derivatives. These are organic compounds containing a ureido (tetrahydroimidizalone) ring fused with a tetrahydrothiophene ring."
"C308",220.698,"N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]threonine_2","2",4512.97279210448,412.136,"C15H20N6O8","UNUYMBPXEFMLNW-DWVDDHQFSA-N","InChI=1S/C15H20N6O8/c1-5(23)7(14(26)27)19-15(28)20-11-8-12(17-3-16-11)21(4-18-8)13-10(25)9(24)6(2-22)29-13/h3-7,9-10,13,22-25H,2H2,1H3,(H,26,27)(H2,16,17,19,20,28)/t5-,6-,7+,9-,10-,13-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/161466","NA","UNUYMBPXEFMLNW-DWVDDHQFSA-N","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety."
"C309",217.251333333333,"Elemicin_1","2",2807.76066933062,208.1086,"C12H16O3","BPLQKQKXWHCZSS-UHFFFAOYSA-N","InChI=1S/C12H16O3/c1-5-6-9-7-10(13-2)12(15-4)11(8-9)14-3/h5,7-8H,1,6H2,2-4H3","https://pubchem.ncbi.nlm.nih.gov/compound/10248","NA","BPLQKQKXWHCZSS-UHFFFAOYSA-N","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles","This compound belongs to the class of organic compounds known as anisoles. These are organic compounds containing a methoxybenzene or a derivative thereof."
"C310",217.818333333333,"6-(Pentylthio)-1H-purine_2","2",3481.96167005492,222.0889,"C10H14N4S","UDXMVJZRHSMPEJ-UHFFFAOYSA-N","InChI=1S/C10H14N4S/c1-2-3-4-5-15-10-8-9(12-6-11-8)13-7-14-10/h6-7H,2-5H2,1H3,(H,11,12,13,14)","https://pubchem.ncbi.nlm.nih.gov/compound/79515","NA","UDXMVJZRHSMPEJ-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-thiopurines","This compound belongs to the class of organic compounds known as 6-thiopurines. These are compounds containing a purine that carries a thiol group at the 6-position. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring."
"C311",217.542333333333,"(-)-Loliolide;Loliolide_2","2",513.62599118416,196.1091,"C11H16O3","XEVQXKKKAVVSMW-SMLPMWDWNA-N",NA,NA,"NA","XEVQXKKKAVVSMW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C312",227.223666666667,"(-)-Loliolide;Loliolide_3","2",360.498761477967,196.1091,"C11H16O3","XEVQXKKKAVVSMW-SMLPMWDWNA-N",NA,NA,"NA","XEVQXKKKAVVSMW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C313",227.902333333333,"Garcinia lactone dibutyl ester_2","2",2406.77730899286,302.1342,"C14H22O7","TYDSJOYVIREIOH-UHFFFAOYNA-N",NA,NA,"NA","TYDSJOYVIREIOH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C314",223.574,"Thiamylal_3","2",3435.34669935756,254.1146,"C12H18N2O2S","XLOMZPUITCYLMJ-UHFFFAOYSA-N","InChI=1S/C12H18N2O2S/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)","https://pubchem.ncbi.nlm.nih.gov/compound/5436","NA","XLOMZPUITCYLMJ-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Thiobarbituric acid derivatives","This compound belongs to the class of organic compounds known as thiobarbituric acid derivatives. These are organic compounds containing a 2-thioxodihydropyrimidine-4,6(1H,5H)-dione skeleton."
"C315",223.287,"N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID_2","2",3314.76830472361,316.1151,"C13H20N2O5S","JIRXORZYIXSWOB-UHFFFAOYSA-N","InChI=1S/C13H20N2O5S/c1-10(2)8-15(9-13(16)14-17)21(18,19)12-6-4-11(20-3)5-7-12/h4-7,10,17H,8-9H2,1-3H3,(H,14,16)","https://pubchem.ncbi.nlm.nih.gov/compound/448002","NA","JIRXORZYIXSWOB-UHFFFAOYSA-N","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring."
"C316",222.685333333333,"1-O-(8R-hydroxy-8-methyl-3Z,9-decadienoyl)-beta-D-glucopyranose","2",2381.07878621834,360.1815,"C17H28O8","VSVRDZASVIUYEH-XHVXITBTNA-N",NA,NA,"NA","VSVRDZASVIUYEH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C317",222.418,"Histidinyl-Methionine_5","2",3288.09090379616,286.105,"C11H18N4O3S","AYIZHKDZYOSOGY-UHFFFAOYNA-N",NA,NA,"NA","AYIZHKDZYOSOGY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C318",221.659,"2-(6'-Methylthio)hexylmalic acid_1","2",1187.92500767806,264.1,"C11H20O5S","FEKMFSGDBKSRNR-UHFFFAOYNA-N",NA,NA,"NA","FEKMFSGDBKSRNR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C319",223.713666666667,"1-(3-hydroxy-2,4,4-trimethyl-1-oxido-5-thiophen-2-yl-2-imidazol-1-iumyl)ethanone_1","2",3475.26000229165,268.0941,"C12H16N2O3S","CSXZOGWWQNYZQR-UHFFFAOYNA-N",NA,NA,"NA","CSXZOGWWQNYZQR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C320",225.233333333333,"Biotin_2","2",1048.49933086037,244.0938,"C10H16N2O3S","YBJHBAHKTGYVGT-ZKWXMUAHSA-N","InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/171548","NA","YBJHBAHKTGYVGT-ZKWXMUAHSA-N","Organic compounds","Organoheterocyclic compounds","Biotin and derivatives",NA,"Biotin and derivatives","This compound belongs to the class of organic compounds known as biotin and derivatives. These are organic compounds containing a ureido (tetrahydroimidizalone) ring fused with a tetrahydrothiophene ring."
"C321",225.039,"6-(Pentylthio)-1H-purine_3","2",507.248868085215,222.0887,"C10H14N4S","UDXMVJZRHSMPEJ-UHFFFAOYSA-N","InChI=1S/C10H14N4S/c1-2-3-4-5-15-10-8-9(12-6-11-8)13-7-14-10/h6-7H,2-5H2,1H3,(H,11,12,13,14)","https://pubchem.ncbi.nlm.nih.gov/compound/79515","NA","UDXMVJZRHSMPEJ-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-thiopurines","This compound belongs to the class of organic compounds known as 6-thiopurines. These are compounds containing a purine that carries a thiol group at the 6-position. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring."
"C322",224.199,"gamma-Glutamylglutamic acid_1","2",513.808281308255,276.1002,"C10H16N2O7","OWQDWQKWSLFFFR-IOMOGOHMNA-N",NA,NA,"NA","OWQDWQKWSLFFFR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C323",231.729333333333,"adenosine 5'-carboxamide_1","2",6212.37006664728,280.0937,"C10H12N6O4","BLMHAOGGJQDPLX-TXDDJGQJSA-N","InChI=1S/C10H12N6O4/c11-7-3-9(14-1-13-7)16(2-15-3)10-5(18)4(17)6(20-10)8(12)19/h1-2,4-6,10,17-18H,(H2,12,19)(H2,11,13,14)/t4-,5+,6-,10?/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/25244925","NA","BLMHAOGGJQDPLX-TXDDJGQJSA-N","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety."
"C324",233.132333333333,"2-Methylthioribosyl-trans-zeatin;trans-Methylthioribosylzeatin;2-Methylthioribosylzeatin_1","2",1545.06406872602,397.142,"C16H23N5O5S","QEWSGVMSLPHELX-OEQDIGJFNA-N",NA,NA,"NA","QEWSGVMSLPHELX-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C325",234.073,"Macrozamin_2","2",4947.29271875312,384.1406,"C13H24N2O11","DQCANINXHQSIAW-XHGHFKPONA-N",NA,NA,"NA","DQCANINXHQSIAW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C326",233.821666666667,"2-(5'-methylthio)pentylmalic acid_1","2",708.837948164462,250.0831,"C10H18O5S","OKIIWFXZWJTTLY-UHFFFAOYNA-N",NA,NA,"NA","OKIIWFXZWJTTLY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C327",234.893,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_4","2",4269.65210993143,396.1404,"C19H20N6O2S","UFQMMFCIGWSKDO-UHFFFAOYSA-N","InChI=1S/C19H20N6O2S/c1-3-14-4-10-17(11-5-14)25-19(22-23-24-25)28-12-18(27)21-16-8-6-15(7-9-16)20-13(2)26/h4-11H,3,12H2,1-2H3,(H,20,26)(H,21,27)","https://pubchem.ncbi.nlm.nih.gov/compound/1078044","NA","UFQMMFCIGWSKDO-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","This compound belongs to the class of organic compounds known as phenyltetrazoles and derivatives. These are compounds containing a phenyltetrazole skeleton, which consists of a tetrazole bound to a phenyl group."
"C328",235.389333333333,"Antibiotic 17927A1;Antibiotic 890A1;Antibiotic MM 22380;Antibiotic PS 3A;Epithienamycin A;MM 22380_1","2",3318.44235665104,314.101,"C13H18N2O5S","VUDXUIMGYZQRKK-GLSYNWRXNA-N",NA,NA,"NA","VUDXUIMGYZQRKK-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C329",233.071,"N-[(2S,3S,6R)-6-(2-aminoethyl)-2-(hydroxymethyl)-3-oxanyl]-1-phenylmethanesulfonamide","2",4528.20991091745,328.1533,"C15H24N2O4S","MDKMCQYBVAECJP-QRSVUVFUNA-N",NA,NA,"NA","MDKMCQYBVAECJP-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C330",232.800666666667,"alpha-L-Rhap-(1->3)-beta-D-Glcp-O[CH2]2SH_2","2",3401.84474817199,386.119,"C14H26O10S","KGBOVXGBAHYSDK-FMIKEGKCSA-N","InChI=1S/C14H26O10S/c1-5-7(16)9(18)10(19)14(22-5)24-12-8(17)6(4-15)23-13(11(12)20)21-2-3-25/h5-20,25H,2-4H2,1H3/t5-,6+,7-,8+,9+,10+,11+,12-,13+,14-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/121232677","NA","KGBOVXGBAHYSDK-FMIKEGKCSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds","This compound belongs to the class of organic compounds known as o-glycosyl compounds. These are glycoside in which a sugar group is bonded through one carbon to another group via a O-glycosidic bond."
"C331",232.589666666667,"Decyl sulfate_2","2",1648.78334568142,238.12,"C10H22O4S","CSMFSDCPJHNZRY-UHFFFAOYSA-N","InChI=1S/C10H22O4S/c1-2-3-4-5-6-7-8-9-10-14-15(11,12)13/h2-10H2,1H3,(H,11,12,13)","https://pubchem.ncbi.nlm.nih.gov/compound/8904","NA","CSMFSDCPJHNZRY-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","This compound belongs to the class of organic compounds known as sulfuric acid monoesters. These are organic compounds containing the sulfuric acid monoester functional group, with the generic structure ROS(O)(=O)=O, (R=organyl group)."
"C332",232.476333333333,"1-(1-azepanyl)-2-[(5-methyl-4-nitro-1H-pyrazol-3-yl)thio]ethanone_2","2",4801.94393365279,298.1048,"C12H18N4O3S","SMOCXLQUTOULJW-UHFFFAOYSA-N","InChI=1S/C12H18N4O3S/c1-9-11(16(18)19)12(14-13-9)20-8-10(17)15-6-4-2-3-5-7-15/h2-8H2,1H3,(H,13,14)","https://pubchem.ncbi.nlm.nih.gov/compound/4079917","NA","SMOCXLQUTOULJW-UHFFFAOYSA-N","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","This compound belongs to the class of organic compounds known as aryl thioethers. These are organosulfur compounds containing a thioether group that is substituted by an aryl group."
"C333",238.088,"Guaifenesin","2",319.491290139455,198.0875,"C10H14O4","HSRJKNPTNIJEKV-UHFFFAOYSA-N","InChI=1S/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3","https://pubchem.ncbi.nlm.nih.gov/compound/3516","NA","HSRJKNPTNIJEKV-UHFFFAOYSA-N","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles","This compound belongs to the class of organic compounds known as anisoles. These are organic compounds containing a methoxybenzene or a derivative thereof."
"C334",236.174333333333,"2-Methylaminoadenosine_2","2",5392.4798754089,296.125,"C11H16N6O4","UZWXAPMSNDKDNK-KQYNXXCUSA-N","InChI=1S/C11H16N6O4/c1-13-11-15-8(12)5-9(16-11)17(3-14-5)10-7(20)6(19)4(2-18)21-10/h3-4,6-7,10,18-20H,2H2,1H3,(H3,12,13,15,16)/t4-,6-,7-,10-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/439946","NA","UZWXAPMSNDKDNK-KQYNXXCUSA-N","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety."
"C335",237.888333333333,"N(alpha)-citryl-N(epsilon)-acetyl-N(epsilon)-hydroxylysine(3-)_1","2",5964.55238336901,378.1309,"C14H22N2O10","HPOPJZNNZCIWFX-CUVJYRNJSA-K","InChI=1S/C14H22N2O10/c1-8(17)16(26)5-3-2-4-9(12(21)22)15-10(18)6-14(25,13(23)24)7-11(19)20/h9,25-26H,2-7H2,1H3,(H,15,18)(H,19,20)(H,21,22)(H,23,24)/p-3/t9-,14?/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/56928008","NA","HPOPJZNNZCIWFX-CUVJYRNJSA-K","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids","This compound belongs to the class of organic compounds known as n-acyl-l-alpha-amino acids. These are n-acylated alpha amino acids which have the L-configuration of the alpha-carbon atom."
"C336",239.517666666667,"Biotinyl P-Nitroaniline","2",3493.10883921527,364.1134,"C16H20N4O4S","PORZMUYPQKOFQY-OSTDYLDYNA-N",NA,NA,"NA","PORZMUYPQKOFQY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C337",241.732,"4-[[(1-methylsulfonyl-4-piperidinyl)-oxomethyl]amino]benzoic acid methyl ester_2","2",5711.97059999709,340.1144,"C15H20N2O5S","NUQPBQGXQKBZAJ-UHFFFAOYSA-N","InChI=1S/C15H20N2O5S/c1-22-15(19)12-3-5-13(6-4-12)16-14(18)11-7-9-17(10-8-11)23(2,20)21/h3-6,11H,7-10H2,1-2H3,(H,16,18)","https://pubchem.ncbi.nlm.nih.gov/compound/646245","NA","NUQPBQGXQKBZAJ-UHFFFAOYSA-N","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Acylaminobenzoic acid and derivatives","This compound belongs to the class of organic compounds known as acylaminobenzoic acid and derivatives. These are derivatives of amino benzoic acid derivatives where the amine group is N-acylated."
"C338",246.869333333333,"cystamine","2",68.6187592442365,152.0463,"C4H12N2S2","APQPRKLAWCIJEK-UHFFFAOYSA-N","InChI=1S/C4H12N2S2/c5-1-3-7-8-4-2-6/h1-6H2","https://pubchem.ncbi.nlm.nih.gov/compound/2915","NA","APQPRKLAWCIJEK-UHFFFAOYSA-N","Organic compounds","Organosulfur compounds","Organic disulfides","Dialkyldisulfides","Dialkyldisulfides","This compound belongs to the class of organic compounds known as dialkyldisulfides. These are organic compounds containing a disulfide group R-SS-R' where R and R' are both alkyl groups."
"C339",241.667333333333,"9-(methylsulfinyl)nonanoic acid_3","2",339.524750281509,220.1093,"C10H20O3S","XZYIQKMSOAQJCG-UHFFFAOYNA-N",NA,NA,"NA","XZYIQKMSOAQJCG-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C340",242.953,"3-aminopropyl N-acetyl-alpha-D-glucosamine-1-phosphate(1-)_1","2",3525.45361174032,358.1242,"C11H23N2O9P","CSFNIJGKDHLOAC-UHWLVKFUNA-M",NA,NA,"NA","CSFNIJGKDHLOAC-UHWLVKFUNA-M",NA,NA,NA,NA,NA,NA
"C341",242.316333333333,"(3Z)-dodec-3-en-1-yl sulfate_1","2",3417.77802052074,264.1226,"C12H24O4S","OXZPGZPXSCUIQZ-KTKRTIGZSA-M","InChI=1S/C12H24O4S/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15/h9-10H,2-8,11-12H2,1H3,(H,13,14,15)/p-1/b10-9-","https://pubchem.ncbi.nlm.nih.gov/compound/24796649","NA","OXZPGZPXSCUIQZ-KTKRTIGZSA-M","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","This compound belongs to the class of organic compounds known as sulfuric acid monoesters. These are organic compounds containing the sulfuric acid monoester functional group, with the generic structure ROS(O)(=O)=O, (R=organyl group)."
"C342",244.538333333333,"Ranitidine_1","2",4283.0310658653,314.1344,"C13H22N4O3S","VMXUWOKSQNHOCA-UKTHLTGXSA-N","InChI=1S/C13H22N4O3S/c1-14-13(9-17(18)19)15-6-7-21-10-12-5-4-11(20-12)8-16(2)3/h4-5,9,14-15H,6-8,10H2,1-3H3/b13-9+","https://pubchem.ncbi.nlm.nih.gov/compound/3001055","NA","VMXUWOKSQNHOCA-UKTHLTGXSA-N","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","This compound belongs to the class of organic compounds known as aralkylamines. These are alkylamines in which the alkyl group is substituted at one carbon atom by an aromatic hydrocarbyl group."
"C343",245.187666666667,"N-acetyl-L-methionyl-L-isoleucine","2",5331.2528716736,304.1528,"C13H24N2O4S","FOZUGOOUOFCKMJ-LSJOCFKGSA-N","InChI=1S/C13H24N2O4S/c1-5-8(2)11(13(18)19)15-12(17)10(6-7-20-4)14-9(3)16/h8,10-11H,5-7H2,1-4H3,(H,14,16)(H,15,17)(H,18,19)/t8-,10-,11-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/124202342","NA","FOZUGOOUOFCKMJ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C344",244.566666666667,"3,3'-Neotrehalosadiamine;BMY 28251_4","2",8683.71942877278,340.151,"C12H24N2O9","ZPEFXARQZVAHGO-OBCHOJLFNA-N",NA,NA,"NA","ZPEFXARQZVAHGO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C345",243.659666666667,"4-Methylburimamide_3","2",633.748360001715,226.1197,"C10H18N4S","UKUMBWIAJWVEDN-UHFFFAOYSA-N","InChI=1S/C10H18N4S/c1-8-9(14-7-13-8)5-3-4-6-12-10(15)11-2/h7H,3-6H2,1-2H3,(H,13,14)(H2,11,12,15)","https://pubchem.ncbi.nlm.nih.gov/compound/443411","NA","UKUMBWIAJWVEDN-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles","This compound belongs to the class of organic compounds known as imidazoles. These are compounds containing an imidazole ring, which is an aromatic five-member ring with two nitrogen atoms at positions 1 and 3, and three carbon atoms."
"C346",243.628,"Methyl cinnamate","2",94.3962680706889,162.0677,"C10H10O2","CCRCUPLGCSFEDV-FPLPWBNLSA-N","InChI=1S/C10H10O2/c1-12-10(11)8-7-9-5-3-2-4-6-9/h2-8H,1H3/b8-7-","https://pubchem.ncbi.nlm.nih.gov/compound/6428458","NA","CCRCUPLGCSFEDV-FPLPWBNLSA-N","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","Cinnamic acid esters","This compound belongs to the class of organic compounds known as cinnamic acid esters. These are compound containing an ester derivative of cinnamic acid."
"C347",196.587,"2-Methylaminoadenosine_3","2",1895.06048842355,296.1246,"C11H16N6O4","UZWXAPMSNDKDNK-KQYNXXCUSA-N","InChI=1S/C11H16N6O4/c1-13-11-15-8(12)5-9(16-11)17(3-14-5)10-7(20)6(19)4(2-18)21-10/h3-4,6-7,10,18-20H,2H2,1H3,(H3,12,13,15,16)/t4-,6-,7-,10-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/439946","NA","UZWXAPMSNDKDNK-KQYNXXCUSA-N","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety."
"C348",177.736333333333,"Tyrosyl-Cysteine_1","2",1425.20617927915,284.0898,"C12H16N2O4S","WJKJJGXZRHDNTN-UHFFFAOYNA-N",NA,NA,"NA","WJKJJGXZRHDNTN-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C349",286.873,"Chitobiose_4","2",5076.03372299628,426.1502,"C15H26N2O12","HSRZMOSQMYFZBL-ZCPMBPKRNA-N",NA,NA,"NA","HSRZMOSQMYFZBL-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C350",283.146333333333,"Tyrosyl-Methionine_1","2",2997.59034324432,312.1198,"C14H20N2O4S","KYPMKDGKAYQCHO-UHFFFAOYNA-N",NA,NA,"NA","KYPMKDGKAYQCHO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C351",283.989,"M = 52.0299","",962.120341442981,52.0299,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C352",284.093,"Wybutoxine_3","2",4190.46390390807,408.1412,"C16H20N6O7","FRYWGCQTDZARGT-UHFFFAOYNA-N",NA,NA,"NA","FRYWGCQTDZARGT-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C353",285.112,"archaeosine_2","2",3247.09106016343,324.1198,"C12H16N6O5","PEMQXWCOMFJRLS-RPKMEZRRSA-N","InChI=1S/C12H16N6O5/c13-8(14)3-1-18(9-5(3)10(22)17-12(15)16-9)11-7(21)6(20)4(2-19)23-11/h1,4,6-7,11,19-21H,2H2,(H3,13,14)(H3,15,16,17,22)/t4-,6-,7-,11-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/132841","NA","PEMQXWCOMFJRLS-RPKMEZRRSA-N","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrrolopyrimidine nucleosides and nucleotides",NA,"Pyrrolopyrimidine nucleosides and nucleotides","This compound belongs to the class of organic compounds known as pyrrolopyrimidine nucleosides and nucleotides. These are nucleoside derivatives containing a ribose derivative which is n-glycosylated to a pyrrolopyrimidine. Also called deazapurine nucleosides, they are analogs of purine nucleosides with the N atom of the purine being replaced by a C atom at position 7."
"C354",279.635666666667,"Trichodermin","2",1062.0976919494,292.1671,"C17H24O4","HNEGCRMUYSKRRR-UPCSHNQZNA-N",NA,NA,"NA","HNEGCRMUYSKRRR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C355",278.968,"Propofol","2",115.730932189881,178.1353,"C12H18O","OLBCVFGFOZPWHH-UHFFFAOYSA-N","InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3","https://pubchem.ncbi.nlm.nih.gov/compound/4943","NA","OLBCVFGFOZPWHH-UHFFFAOYSA-N","Organic compounds","Benzenoids","Benzene and substituted derivatives","Cumenes","Cumenes","This compound belongs to the class of organic compounds known as cumenes. These are aromatic compounds containing a prop-2-ylbenzene moiety."
