cmpd,rt,annotation,ann.confidence,median.signal,inferred.M,inferred.formula,inchikey,inchi,hmdb.url,lm.url,pubchem.url,chebi.url,synonyms,inchikey.1,kingdom,superclass,class,subclass,parent,description
C1195,176.9132857,3-Hydroxyanthranilic acid,2,1195.685346,153.0475,C7H7NO3,WJXSWCUQABXPFS-UHFFFAOYSA-N,"InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)",http://www.hmdb.ca/metabolites/HMDB0001476,NA,https://pubchem.ncbi.nlm.nih.gov/compound/54675871#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15793,3-OHAA __ 3-Oxyanthranilate __ 3-hydroxanthranilate __ 3-Hydroxyanthranilate __ 3-Oxyanthranilic acid __ 3-OH-anthranilic acid __ 3-hydroxy-Anthranilate __ 3-hydroxyantranilic acid __ 3-Hydroxyanthranilic acid __ 3-Hydroxy-anthranilsaeure __ 3-Hydroxyanthranilic Acid __ 3-Hydroxy-2-aminobenzoate __ 2-Amino-3-hydroxybenzoate __ 2-amino-3-hydroxy-Benzoate __ 3-hydroxy-Anthranilic acid __ 2-Amino-3-hydroxybenzoic acid __ 3-Hydroxy-2-aminobenzoic acid __ 2-amino-3-hydroxybenzoic acid __ 2-amino-3-hydroxy-benzoic acid __ 2-amino-3-hydroxy-Benzoic acid __ 2-azanyl-3-oxidanyl-benzoic acid,WJXSWCUQABXPFS-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,"This compound belongs to the class of organic compounds known as hydroxybenzoic acid derivatives. These are compounds containing a hydroxybenzoic acid (or a derivative), which is a benzene ring bearing a carboxyl and a hydroxyl groups."
C1196,176.6425714,(E)-1-O-Cinnamoyl-beta-D-glucose,2,3681.19691,310.1097,C15H18O7,CJGRGYBLAHPYOM-VOTSOKGWNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0030293,NA,https://pubchem.ncbi.nlm.nih.gov/compound/5280653#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16279,HMDB=HMDB0030293 __ ChEBI=CHEBI:16279 __ FooDB=FDB002130;FDB021748;FDB031210 __ PubChem=5280653 __ PlantCyc=TRANS-CINNAMOYL-BETA-D-GLUCOSE __ UNPD=UNPD121062;UNPD7873;UNPD230530,CJGRGYBLAHPYOM-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1197,174.6545714,Chlorogenic acid,2,4772.276273,354.0998,C16H18O9,CWVRJTMFETXNAD-JUHZACGLSA-N,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1",http://www.hmdb.ca/metabolites/HMDB0003164,NA,https://pubchem.ncbi.nlm.nih.gov/compound/25244622#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16112,"Heriguard __ NSC-407296 __ Hlorogenate __ Chlorogenate __ Hlorogenic acid __ Chlorogenic acid __ 3-Caffeoylquinate __ Chlorogenic acid__2 __ Caffeoyl quinic acid __ 3-Caffeoylquinic acid __ 3-O-Caffeoylquinic acid __ 3-trans-Caffeoylquinic acid __ trans-5-O-Caffeoyl-D-quinate __ 3-(3,4-Dihydroxycinnamoyl)quinate __ 3-(3,4-Dihydroxycinnamoyl)quinic acid __ (1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-1,4,5-trihydroxy-cyclohexanecarboxylic acid __ (1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4,5-trihydroxy-cyclohexanecarboxylic acid __ (1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4,5-trihydroxycyclohexane-1-carboxylic acid __ (1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)-1-oxoprop-2-enoxy]-1,4,5-trihydroxy-1-cyclohexanecarboxylic acid __ (1S,3R,4R,5R)-3-[(E)-3-[3,4-bis(oxidanyl)phenyl]prop-2-enoyl]oxy-1,4,5-tris(oxidanyl)cyclohexane-1-carboxylic acid",CWVRJTMFETXNAD-JUHZACGLSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Quinic acids and derivatives,"This compound belongs to the class of organic compounds known as quinic acids and derivatives. These are compounds containing a quinic acid moiety (or a derivative thereof), which is a cyclitol made up of a cyclohexane ring that bears four hydroxyl groups at positions 1,3.4, and 5, as well as a carboxylic acid at position 1."
C1198,163.3421429,"5,7,3',4',5'-Pentahydroxy-3,6,8-trimethoxyflavone",2,2607.984078,392.0809,C18H16O10,STOZTZBHYTVXHP-UHFFFAOYSA-N,"InChI=1S/C18H16O10/c1-25-16-11(22)9-12(23)17(26-2)14(28-15(9)18(27-3)13(16)24)6-4-7(19)10(21)8(20)5-6/h4-5,19-22,24H,1-3H3",NA,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPK12113357,NA,NA,"5,7,3',4',5'-Pentahydroxy-3,6,8-trimethoxyflavone __ 5,7-dihydroxy-3,6,8-trimethoxy-2-(3,4,5-trihydroxyphenyl)chromone __ 5,7-dihydroxy-3,6,8-trimethoxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one __ 5,7-dihydroxy-3,6,8-trimethoxy-2-(3,4,5-trihydroxyphenyl)-1-benzopyran-4-one __ 3,6,8-trimethoxy-5,7-bis(oxidanyl)-2-[3,4,5-tris(oxidanyl)phenyl]chromen-4-one",STOZTZBHYTVXHP-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,8-O-methylated flavonoids,This compound belongs to the class of organic compounds known as 8-o-methylated flavonoids. These are flavonoids with methoxy groups attached to the C8 atom of the flavonoid backbone.
C1199,158.5638571,C17H19N5O9S2,3,2316.515124,501.0675,C17H19N5O9S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1200,161.2151429,"5-[(3,4-dimethoxyphenyl)methyl]-1-prop-2-enyl-1,3-diazinane-2,4,6-trione",2,3424.156736,318.1238,C16H18N2O5,NNMGFXIYGXIDHC-UHFFFAOYNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:116090,ChEBI=CHEBI:116090,NNMGFXIYGXIDHC-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1201,147.006,2-isobutyrylphloroglucinol,2,1311.172542,196.0749,C10H12O4,BNEBXEZRBLYBCZ-UHFFFAOYSA-N,"InChI=1S/C10H12O4/c1-5(2)10(14)9-7(12)3-6(11)4-8(9)13/h3-5,11-13H,1-2H3",NA,NA,https://pubchem.ncbi.nlm.nih.gov/compound/5326317#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:133419,"Phlorisobutyrophenone __ phlorisobutyrophenone __ phloroisobutyrophenone __ 2-isobutyrylphloroglucinol __ 2-methyl-1-(2,4,6-trihydroxyphenyl)propan-1-one __ 2-Methyl-1-(2,4,6-trihydroxyphenyl)-1-propanone __ 2-methyl-1-(2,4,6-trihydroxyphenyl)-1-propanone __ 2-methyl-1-[2,4,6-tris(oxidanyl)phenyl]propan-1-one",BNEBXEZRBLYBCZ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,"This compound belongs to the class of organic compounds known as alkyl-phenylketones. These are aromatic compounds containing a ketone substituted by one alkyl group, and a phenyl group."
C1202,199.3571429,"3,5,7,4'-Tetrahydroxy-8-C-(3-methylsuccinoyl)flavone;3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-alpha-methyl-gamma,4-dioxo-4H-1-benzopyran-8-butanoic acid",2,2716.146292,400.0804,C20H16O9,YTHNLQXRJHZHMM-UHFFFAOYNA-N,NA,NA,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPK12111983,NA,NA,KNApSAcK=C00005002 __ LipidMAPS=LMPK12111983 __ UNPD=UNPD97102,YTHNLQXRJHZHMM-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1203,202.152,C9H29N18O15PS,3,5177.656569,692.1517,C9H29N18O15PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1204,200.3245714,(S)-Abscisic acid,2,5179.696971,264.1405,C15H20O4,JLIDBLDQVAYHNE-VHGGIAACNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0035140,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPR0103050001,https://pubchem.ncbi.nlm.nih.gov/compound/7251168#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2365,HMDB=HMDB0035140;HMDB0036093 __ KNApSAcK=C00000134 __ ChEBI=CHEBI:2365;CHEBI:28937;CHEBI:62071;CHEBI:18657;CHEBI:18743;CHEBI:22152;CHEBI:37569;CHEBI:62421;CHEBI:62426;CHEBI:62429;CHEBI:62431;CHEBI:62432;CHEBI:62433;CHEBI:93815 __ FooDB=FDB013776;FDB014933;FDB030331 __ LipidMAPS=LMPR0103050001;LMPR0103050008;LMPR0103050012 __ PubChem=7251168;6951345;5375200;5280896 __ PlantCyc=CPD-693;CPD-7731 __ UNPD=UNPD103709;UNPD53445;UNPD98606;UNPD228399,JLIDBLDQVAYHNE-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1205,200.6882857,"cis-5,6-dihydroxy-4-isopropylcyclohexa-1,3-dienecarboxylic acid",2,8363.647306,198.0897,C10H14O4,BUZNWVREDOAOGD-DTWKUNHWSA-N,"InChI=1S/C10H14O4/c1-5(2)6-3-4-7(10(13)14)9(12)8(6)11/h3-5,8-9,11-12H,1-2H3,(H,13,14)/t8-,9+/m0/s1",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18242,"cis-2,3-Dihydroxy-2,3-dihydro-p-cumate __ cis-5,6-Dihydroxy-4-isopropylcyclohexa-1,3-dienecarboxylate __ cis-5,6-dihydroxy-4-isopropylcyclohexa-1,3-dienecarboxylic acid __ (5S,6R)-5,6-dihydroxy-4-isopropyl-cyclohexa-1,3-diene-1-carboxylic acid __ (5S,6R)-5,6-dihydroxy-4-propan-2-yl-1-cyclohexa-1,3-dienecarboxylic acid __ (5S,6R)-5,6-dihydroxy-4-propan-2-ylcyclohexa-1,3-diene-1-carboxylic acid __ (5S,6R)-5,6-bis(oxidanyl)-4-propan-2-yl-cyclohexa-1,3-diene-1-carboxylic acid",BUZNWVREDOAOGD-DTWKUNHWSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Menthane monoterpenoids,"This compound belongs to the class of organic compounds known as menthane monoterpenoids. These are monoterpenoids with a structure based on the o-, m-, or p-menthane backbone. P-menthane consists of the cyclohexane ring with a methyl group and a (2-methyl)-propyl group at the 1 and 4 ring position, respectively. The o- and m- menthanes are much rarer, and presumably arise by alkyl migration of p-menthanes."
C1206,189.3125714,C19H25NO13S,3,3626.558039,507.1086,C19H25NO13S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1207,186.4354286,C33H27NO10,3,2585.703594,597.1618,C33H27NO10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1208,195.6515714,"3,4,5-trihydroxy-6-{2,3,5-trihydroxy-4-[2-oxo-3-(2,4,5-trihydroxyphenyl)propanoyl]phenoxy}oxane-2-carboxylic acid",2,2801.033849,512.0836,C21H20O15,XGODJRYFPDMUGH-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0129507,NA,NA,NA,HMDB=HMDB0129507,XGODJRYFPDMUGH-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1209,192.11,UNPD155114__2,2,2471.186238,477.1499,C22H27N3O7S,UXWOXTQWVMFRSE-NBNGAUBXNA-N,NA,NA,NA,NA,NA,UNPD=UNPD155114;UNPD163892,UXWOXTQWVMFRSE-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1210,192.5444286,"3,4-Methylene suberic acid",2,5397.15764,198.0893,C10H14O4,LYUINLVGVDIMCT-UHFFFAOYSA-N,"InChI=1S/C10H14O4/c1-7(4-3-5-9(11)12)8(2)6-10(13)14/h1-6H2,(H,11,12)(H,13,14)",http://www.hmdb.ca/metabolites/HMDB0059768,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:89887,"CHEBI:89887 __ 3,4-Methylene suberic acid __ 3,4-dimethylideneoctanedioic acid",LYUINLVGVDIMCT-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,This compound belongs to the class of organic compounds known as medium-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.
C1211,221.7532857,N-[[4-(4-nitrophenyl)-1-piperazinyl]-sulfanylidenemethyl]butanamide__1,2,4043.611478,336.1252,C15H20N4O3S,FVKYDVOXMWMSIC-UHFFFAOYSA-N,"InChI=1S/C15H20N4O3S/c1-2-3-14(20)16-15(23)18-10-8-17(9-11-18)12-4-6-13(7-5-12)19(21)22/h4-7H,2-3,8-11H2,1H3,(H,16,20,23)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:120951,N-[4-(4-nitrophenyl)piperazine-1-carbothioyl]butyramide __ N-[4-(4-nitrophenyl)piperazine-1-carbothioyl]butanamide __ N-[4-(4-nitrophenyl)piperazin-1-yl]carbothioylbutanamide __ N-[[4-(4-nitrophenyl)-1-piperazinyl]-sulfanylidenemethyl]butanamide __ N-[[4-(4-nitrophenyl)-1-piperazinyl]-sulfanylidenemethyl]butanamide__1,FVKYDVOXMWMSIC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,Phenylpiperazines,"This compound belongs to the class of organic compounds known as phenylpiperazines. These are compounds containing a phenylpiperazine skeleton, which consists of a piperazine bound to a phenyl group."
C1212,221.9381429,Furfuryl pentanoate,2,4076.89552,182.0952,C10H14O3,HRYAVTBTUKVHBU-UHFFFAOYSA-N,"InChI=1S/C10H14O3/c1-2-3-6-10(11)13-8-9-5-4-7-12-9/h4-5,7H,2-3,6,8H2,1H3",http://www.hmdb.ca/metabolites/HMDB0037727,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA07010892,NA,NA,Furfuryl pentanoate __ 2-furylmethyl pentanoate __ furan-2-ylmethyl pentanoate __ valeric acid 2-furfuryl ester __ pentanoic acid 2-furanylmethyl ester,HRYAVTBTUKVHBU-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,This compound belongs to the class of organic compounds known as fatty acid esters. These are carboxylic ester derivatives of a fatty acid.
C1213,222.3218571,Veranisatin B,2,10801.84101,356.1145,C16H20O9,BPDHZCGFGOWILW-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0040664,NA,NA,NA,HMDB=HMDB0040664 __ KNApSAcK=C00044375 __ FooDB=FDB020459 __ UNPD=UNPD12299;UNPD174367,BPDHZCGFGOWILW-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1214,206.4102857,C18H28N2O12P2S,3,2777.346771,558.0829,C18H28N2O12P2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1215,209.196,C00050853,2,6735.943443,406.1528,C23H22N2O5,IWGANRXBUPWVLV-YKHWREDPNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00050853 __ UNPD=UNPD138047;UNPD26700,IWGANRXBUPWVLV-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1216,209.8415714,UNPD90575,2,2447.006356,505.183,C21H31NO13,VMEPGASCAOVEGW-HZYBEQLCNA-N,NA,NA,NA,NA,NA,UNPD=UNPD90575,VMEPGASCAOVEGW-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1217,210.3818571,Macrosphelide B,2,6391.009692,340.1211,C16H20O8,BUJQDSFTDISLDT-BFHUUXPTNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00016157 __ UNPD=UNPD10477,BUJQDSFTDISLDT-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1218,212.5292857,Methocarbamol,2,2209.266682,241.1005,C11H15NO5,GNXFOGHNGIVQEH-UHFFFAOYSA-N,NA,http://www.hmdb.ca/metabolites/HMDB0014567,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:77498,Robaxin (TN) __ Delaxin (TN) __ Methocarbamol __ Methocarbamol__1 __ Methocarbamol (JAN/USP/INN) __ [2-hydroxy-3-(2-methoxyphenoxy)propyl] carbamate __ [3-(2-methoxyphenoxy)-2-oxidanyl-propyl] carbamate __ carbamic acid [2-hydroxy-3-(2-methoxyphenoxy)propyl] ester,GNXFOGHNGIVQEH-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenol ethers,Anisoles,Anisoles,This compound belongs to the class of organic compounds known as anisoles. These are organic compounds containing a methoxybenzene or a derivative thereof.
C1219,211.0694286,5'-(p-nitrophenyl)thioadenosine,2,4653.090487,404.0921,C16H16N6O5S,FBKPPTASIYMHFC-VVDYBFHKNA-N,NA,NA,NA,NA,NA,ECMDB=ECMDB20242 __ PlantCyc=5-P-NITROPHENYLTHIOADENOSINE,FBKPPTASIYMHFC-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1220,215.1071429,Naucleamide D,2,7750.737427,336.1459,C20H20N2O3,FIELJMSNCWUFSW-OIXVIMQBSA-N,"InChI=1S/C20H20N2O3/c1-2-12(10-23)15-9-18-19-14(13-5-3-4-6-17(13)21-19)7-8-22(18)20(25)16(15)11-24/h2-6,9,21,23-24H,7-8,10-11H2,1H3/b12-2-",NA,NA,NA,NA,"Naucleamide D __ 3-methylol-2-[(E)-1-methylolprop-1-enyl]-7,12-dihydro-6H-pyrido[2,1-a]$b-carbolin-4-one __ 2-[(E)-1-hydroxybut-2-en-2-yl]-3-(hydroxymethyl)-7,12-dihydro-6H-indolo[2,3-a]quinolizin-4-one __ 3-(hydroxymethyl)-2-[(E)-1-oxidanylbut-2-en-2-yl]-7,12-dihydro-6H-indolo[2,3-a]quinolizin-4-one __ 3-(hydroxymethyl)-2-[(E)-1-(hydroxymethyl)prop-1-enyl]-7,12-dihydro-6H-indolo[2,3-a]quinolizin-4-one",FIELJMSNCWUFSW-OIXVIMQBSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyridoindoles,Beta carbolines,"This compound belongs to the class of organic compounds known as beta carbolines. These are compounds containing a 9H-pyrido[3,4-b]indole moiety."
C1221,214.6057143,"N-[2-[2-[(3,4-dimethoxyphenyl)methylidene]hydrazinyl]-4-(4-methylphenyl)-5-thiazolyl]acetamide",2,3181.705746,410.1457,C21H22N4O3S,HDGPPVFZLOSWLZ-UHFFFAOYSA-N,"InChI=1S/C21H22N4O3S/c1-13-5-8-16(9-6-13)19-20(23-14(2)26)29-21(24-19)25-22-12-15-7-10-17(27-3)18(11-15)28-4/h5-12H,1-4H3,(H,23,26)(H,24,25)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:108216,"N-[4-(p-tolyl)-2-(N'-veratrylidenehydrazino)thiazol-5-yl]acetamide __ N-[2-[2-[(3,4-dimethoxyphenyl)methylene]hydrazino]-4-(p-tolyl)thiazol-5-yl]acetamide __ N-[2-[2-[(3,4-dimethoxyphenyl)methylidene]hydrazinyl]-4-(4-methylphenyl)-5-thiazolyl]acetamide __ N-[2-[2-[(3,4-dimethoxyphenyl)methylidene]hydrazinyl]-4-(4-methylphenyl)-1,3-thiazol-5-yl]acetamide __ N-[2-[2-[(3,4-dimethoxyphenyl)methylidene]hydrazinyl]-4-(4-methylphenyl)-1,3-thiazol-5-yl]ethanamide",HDGPPVFZLOSWLZ-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Dimethoxybenzenes,This compound belongs to the class of organic compounds known as dimethoxybenzenes. These are organic aromatic compounds containing a monocyclic benzene moiety carrying exactly two methoxy groups.
C1222,214.7294286,Diosmetin 7-O-beta-D-glucopyranoside,2,3300.523632,462.1163,C22H22O11,WKUHPOMCLBLCOV-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0037451,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPK12110810,NA,NA,HMDB=HMDB0037451 __ KNApSAcK=C00004357 __ FooDB=FDB016510 __ NANPDB=NANPDB_4654;NANPDB_4661;NANPDB_4667;NANPDB_4668;NANPDB_4673;NANPDB_4674;NANPDB_4679;NANPDB_4680 __ LipidMAPS=LMPK12110810 __ UNPD=UNPD153461;UNPD29039;UNPD61394;UNPD70911,WKUHPOMCLBLCOV-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1223,242.9762857,N-phenyl-N'-(pyridin-4-ylmethylideneamino)butanediamide,2,5127.346726,296.126,C16H16N4O2,DROBBAOUJNKWAZ-UHFFFAOYSA-N,"InChI=1S/C16H16N4O2/c21-15(19-14-4-2-1-3-5-14)6-7-16(22)20-18-12-13-8-10-17-11-9-13/h1-5,8-12H,6-7H2,(H,19,21)(H,20,22)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:111247,N-phenyl-N'-(4-pyridylmethyleneamino)succinamide __ N-phenyl-N'-(4-pyridylmethyleneamino)butanediamide __ N-phenyl-N'-(pyridin-4-ylmethylideneamino)butanediamide,DROBBAOUJNKWAZ-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides,This compound belongs to the class of organic compounds known as anilides. These are organic heterocyclic compounds derived from oxoacids RkE(=O)l(OH)m (l not 0) by replacing an OH group by the NHPh group or derivative formed by ring substitution.
C1224,240.6544286,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE",2,3474.476469,344.1536,C15H24N2O7,FCCIQOJEDMDETP-UHWLVKFUNA-N,NA,NA,NA,NA,NA,DrugBank=DB07224,FCCIQOJEDMDETP-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C1225,240.684,2-S-glutathionyl acetate,2,3272.665418,365.0853,C12H19N3O8S,WBINJBFJLWYSJZ-BQBZGAKWSA-N,"InChI=1S/C12H19N3O8S/c13-6(12(22)23)1-2-8(16)15-7(4-24-5-10(19)20)11(21)14-3-9(17)18/h6-7H,1-5,13H2,(H,14,21)(H,15,16)(H,17,18)(H,19,20)(H,22,23)/t6-,7-/m0/s1",http://www.hmdb.ca/metabolites/HMDB0062198,NA,https://pubchem.ncbi.nlm.nih.gov/compound/11954071#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34302,2-S-Glutathionyl acetate __ 2-S-glutathionyl acetate__1 __ S-(Carboxymethyl)glutathione __ (2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-(carboxymethylthio)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid __ (2S)-2-amino-5-[[(1R)-2-(carboxymethylamino)-1-[(carboxymethylthio)methyl]-2-keto-ethyl]amino]-5-keto-valeric acid __ (2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-(carboxymethylsulfanyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid __ (2S)-2-amino-5-[[(1R)-2-(carboxymethylamino)-1-(carboxymethylsulfanylmethyl)-2-oxo-ethyl]amino]-5-oxo-pentanoic acid __ (2S)-2-azanyl-5-[[(2R)-1-(2-hydroxy-2-oxoethylamino)-3-(2-hydroxy-2-oxoethylsulfanyl)-1-oxidanylidene-propan-2-yl]amino]-5-oxidanylidene-pentanoic acid,WBINJBFJLWYSJZ-BQBZGAKWSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.
C1226,236.1385714,C00050479__1,2,3493.801452,256.097,C13H12N4O2,KPDQZGKJTJRBGU-UHFFFAOYSA-N,"InChI=1S/C13H12N4O2/c1-6-4-8-9(5-7(6)2)17(3)11-10(14-8)12(18)16-13(19)15-11/h4-5H,1-3H3,(H,16,18,19)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:43661,"Lumiflavin __ C00050479__1 __ 7,8,10-trimethylbenzo[g]pteridine-2,4-dione __ 7,8,10-trimethylbenzo[g]pteridine-2,4-quinone",KPDQZGKJTJRBGU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,Alloxazines and isoalloxazines,Flavins,"This compound belongs to the class of organic compounds known as flavins. These are compounds containing a flavin (7,8-dimethyl-benzo[g]pteridine-2,4-dione) moiety, with a structure characterized by an isoalloaxzine tricyclic ring."
C1227,237.9747143,"(3aS,4S,5R,7aS)-5-hydroxy-1-keto-7a-methyl-3,3a,4,5,6,7-hexahydro-2H-indene-4-carboxylate",2,6131.876043,212.1048,C11H16O4,SGOHPGDCWYIGSZ-NJANEAIBSA-M,"InChI=1S/C11H16O4/c1-11-5-4-7(12)9(10(14)15)6(11)2-3-8(11)13/h6-7,9,12H,2-5H2,1H3,(H,14,15)/p-1/t6-,7+,9-,11-/m0/s1",NA,NA,NA,NA,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate __ (3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-3,3a,4,5,6,7-hexahydro-2H-indene-4-carboxylate __ (3aS,4S,5R,7aS)-5-hydroxy-1-keto-7a-methyl-3,3a,4,5,6,7-hexahydro-2H-indene-4-carboxylate __ (3aS,4S,5R,7aS)-7a-methyl-5-oxidanyl-1-oxidanylidene-3,3a,4,5,6,7-hexahydro-2H-indene-4-carboxylate",SGOHPGDCWYIGSZ-NJANEAIBSA-M,NA,NA,NA,NA,NA,NA
C1228,233.8377143,C27H27N3O12S,3,3081.725346,617.1272,C27H27N3O12S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1229,230.3218571,Cotinine glucuronide,2,5220.681349,352.123,C16H20N2O7,XWZCZWKUGIQPJD-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0001013,NA,NA,NA,HMDB=HMDB0001013 __ SMPDB=PW_C000801 __ FooDB=FDB022370 __ BMDB=BMDB01013 __ Urine=HMDB0001013 __ Serum=HMDB0001013 __ PubChem=91820250;25201106;3398121 __ PlantCyc=CPD-2747,XWZCZWKUGIQPJD-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
